name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
San Jacinto River Waste Pits,TXN000606611,606611,Channelview,Harris,-95.0625,29.7944,2007-09-19,2008-03-19,,,,Texas,TX,listed
North East 2nd Street (formerly Attebury Grain Storage Facility),TXN000606760,606760,Happy,Swisher,-101.853333,34.745,2008-03-19,2009-04-09,,,,Texas,TX,listed
Old ESCO Manufacturing,TXD980513808,602482,Greenville,Hunt,-96.0755,33.1383,2008-03-19,2008-09-03,2011-09-29,2018-07-27,2018-09-10,Texas,TX,completed
Van der Horst USA Corporation,TXD007357932,606869,Terrell,Kaufman,-96.273889,32.734167,2009-09-23,2010-03-04,,,,Texas,TX,listed
West County Road 112 Ground Water,TXN000606992,606992,Midland,Midland,-102.094921,31.964129,2010-10-21,2011-03-10,,,,Texas,TX,listed
US Oil Recovery,TXN000607093,607093,Pasadena,Harris,-95.221528,29.718389,2011-09-16,2012-09-18,,,,Texas,TX,listed
Circle Court Ground Water Plume,TXN000606965,606965,Willow Park,Parker,-97.679763,32.744778,2012-03-15,2012-09-18,,,,Texas,TX,listed
Main Street Ground Water Plume,TXN000607441,607441,Burnet,Burnet,-98.22544,30.737148,2015-03-26,2015-09-30,,,,Texas,TX,listed
"Eldorado Chemical Co., Inc.",TXD057567216,607012,Live Oak,Bexar,-98.350042,29.568833,2016-04-07,2016-09-09,,,,Texas,TX,listed
Highway 18 Ground Water,TXN000606716,606716,Kermit,Winkler,-103.090681,31.852,2016-09-09,2017-08-03,,,,Texas,TX,listed
"Lane Plating Works, Inc.",TXN000605240,605240,Dallas,Dallas,-96.769485,32.687886,2018-01-18,2018-05-17,,,,Texas,TX,listed
Cal West Metals (USSBA),NMD097960272,604050,Lemitar,Socorro,-106.9201,34.163331,1988-06-24,1989-03-13,1995-09-28,1996-11-05,1996-12-20,New Mexico,NM,completed
Cleveland Mill,NMD981155930,600952,Silver City,Grant,-108.2558,32.8626,1988-06-24,1989-03-31,1999-09-23,2001-05-22,2001-07-23,New Mexico,NM,completed
Pagano Salvage,NMD980749980,600907,Los Lunas,Valencia,-106.7205,34.7896,1988-06-24,1989-10-04,1991-09-12,1992-06-29,1992-10-14,New Mexico,NM,completed
AT&SF (Albuquerque),NMD980622864,600879,Albuquerque,Bernalillo,-106.655278,35.033333,1992-10-14,1994-12-16,2011-02-10,,,New Mexico,NM,cleaning
North Railroad Avenue Plume,NMD986670156,604299,Espanola,Rio Arriba,-106.081384,35.9914,1998-07-28,1999-01-19,2008-06-30,,,New Mexico,NM,cleaning
Fruit Avenue Plume,NMD986668911,604068,Albuquerque,Bernalillo,-106.640611,35.086444,1999-07-22,1999-10-22,2006-12-05,,,New Mexico,NM,cleaning
Griggs & Walnut Ground Water Plume,NM0002271286,605116,Las Cruces,Dona Ana,-106.76,32.315556,2001-01-11,2001-06-14,2012-07-20,,,New Mexico,NM,cleaning
McGaffey and Main Groundwater Plume,NM0000605386,605386,Roswell,Chaves,-104.518722,33.379792,2001-09-13,2002-09-05,,,,New Mexico,NM,listed
Grants Chlorinated Solvents Plume,NM0007271768,605144,Grants,Cibola,-107.843889,35.155778,2004-03-08,2004-07-22,2012-09-11,,,New Mexico,NM,cleaning
Eagle Picher Carefree Battery,NMD001829506,600805,Socorro,Socorro,-106.901239,34.099517,2007-03-07,2007-09-19,,,,New Mexico,NM,listed
Chevron Questa Mine,NMD002899094,600806,Questa,Taos,-105.497706,36.700294,2011-03-10,2011-09-16,,,,New Mexico,NM,listed
Jackpile-Paguate Uranium Mine,NMN000607033,607033,Laguna Pueblo,Cibola,-107.347372,35.133728,2012-03-15,2013-12-12,,,,New Mexico,NM,listed
Lea and West Second Street,NMN000607057,607057,Roswell,Chaves,-104.529951,33.394079,2015-09-30,2016-04-07,,,,New Mexico,NM,listed
Carlisle Village Cleaners,NMN000622185,622185,Albuquerque,Bernalillo,-106.603908,35.063833,2024-09-05,,,,,New Mexico,NM,proposed
Carson River Mercury Site,NVD980813646,903020,"Churchill County, Lyon County","Churchill, Lyon",-119.5892,39.23195,1989-10-26,1990-08-30,,,,Nevada,NV,listed
Anaconda Copper Mine,NVD083917252,902959,Yerington,Lyon,-119.187067,38.990272,2016-09-09,,,,,Nevada,NV,proposed
American Thermostat Co.,NYD002066330,201350,South Cairo,Greene,-73.941111,42.266939,1982-12-30,1983-09-08,1998-09-25,,,New York,NY,cleaning
Batavia Landfill,NYD980507693,201766,Batavia,Genesee,-78.2561,43.0197,1982-12-30,1983-09-08,2003-07-10,2005-09-30,2005-11-29,New York,NY,completed
Brewster Well Field,NYD980652275,202153,Brewster,Putnam,-73.6,41.401669,1982-12-30,1983-09-08,1997-04-11,,,New York,NY,cleaning
Clothier Disposal,NYD000511576,201192,Town of Granby,Oswego,-76.412781,43.247219,1984-10-15,1986-06-10,1993-02-02,1995-09-15,1996-02-08,New York,NY,completed
"Facet Enterprises, Inc.",NYD073675514,201604,Elmira,Chemung,-76.829169,42.1325,1982-12-30,1983-09-08,2000-06-30,,,New York,NY,cleaning
Fulton Terminals,NYD980593099,202125,Fulton,Oswego,-76.4274,43.3569,1982-12-30,1983-09-08,1999-09-27,2018-05-21,2018-07-20,New York,NY,completed
GE Moreau,NYD980528335,201858,South Glens Falls,Saratoga,-73.629169,43.28305,1982-12-30,1983-09-08,1997-03-31,,,New York,NY,cleaning
Hooker (Hyde Park),NYD000831644,201306,Niagara Falls,Niagara,-79.036669,43.131111,1982-12-30,1983-09-08,2003-07-18,2012-08-20,2013-10-23,New York,NY,completed
Hooker (S Area),NYD980651087,202150,Niagara Falls,Niagara,-79.0054,43.0757,1982-12-30,1983-09-08,2002-09-18,,,New York,NY,cleaning
Hooker (102nd Street),NYD980506810,201706,Niagara Falls,Niagara,-78.942219,43.070281,1982-12-30,1983-09-08,1999-09-02,2004-03-17,2004-08-05,New York,NY,completed
Kentucky Avenue Well Field,NYD980650667,202142,Horseheads,Chemung,-76.828331,42.145831,1982-12-30,1983-09-08,2021-09-20,,,New York,NY,cleaning
Love Canal,NYD000606947,201290,Niagara Falls,Niagara,-78.94945,43.079719,1982-12-30,1983-09-08,1999-09-29,2004-03-17,2004-09-30,New York,NY,completed
Ludlow Sand & Gravel,NYD013468939,201507,Clayville,Oneida,-75.226389,42.959169,1982-12-30,1983-09-08,2007-09-28,2013-10-02,2013-12-02,New York,NY,completed
Marathon Battery Corp.,NYD010959757,201491,Cold Springs,Putnam,-73.954719,41.416111,1982-12-30,1983-09-08,1995-09-28,1996-05-10,1996-10-18,New York,NY,completed
"Mercury Refining, Inc.",NYD048148175,201552,Colonie,Albany,-73.804169,42.689719,1982-12-30,1983-09-08,2015-04-30,2024-08-16,,New York,NY,cleaned
Niagara County Refuse,NYD000514257,201266,Wheatfield,Niagara,-78.906111,43.06055,1982-12-30,1983-09-08,2000-06-30,2004-03-17,2004-07-30,New York,NY,completed
Old Bethpage Landfill,NYD980531727,201951,Oyster Bay,Nassau,-73.447219,40.756939,1982-12-30,1983-09-08,1993-10-01,,,New York,NY,cleaning
Olean Well Field,NYD980528657,201877,Olean,Cattaraugus,-78.404719,42.069439,1982-12-30,1983-09-08,,,,New York,NY,listed
Pollution Abatement Services,NYD000511659,201196,Oswego,Oswego,-76.483331,43.47,1982-12-30,1983-09-08,1997-09-30,,,New York,NY,cleaning
Port Washington Landfill,NYD980654206,202155,Port Washington,Nassau,-73.666661,40.81805,1982-12-30,1983-09-08,2000-07-13,,,New York,NY,cleaning
Ramapo Landfill,NYD000511493,201191,Ramapo,Rockland,-74.161389,41.14,1982-12-30,1983-09-08,1997-09-29,,,New York,NY,cleaning
Sinclair Refinery,NYD980535215,202093,Wellsville,Allegany,-77.9416,42.1088,1982-12-30,1983-09-08,2012-09-05,,,New York,NY,cleaning
Solvent Savers,NYD980421176,201687,Lincklaen,Chenango,-75.876661,42.665,1982-12-30,1983-09-08,,,,New York,NY,listed
Syosset Landfill,NYD000511360,201187,Oyster Bay,Nassau,-73.509719,40.798889,1982-12-30,1983-09-08,1998-09-18,2005-02-15,2005-04-28,New York,NY,completed
Wide Beach Development,NYD980652259,202151,Brant,Erie,-79.128611,42.586669,1982-12-30,1983-09-08,1992-09-30,1994-03-31,1994-08-30,New York,NY,completed
York Oil Co.,NYD000511733,201202,Moira,Franklin,-74.5751,44.8225,1982-12-30,1983-09-08,2002-09-24,,,New York,NY,cleaning
General Motors (Central Foundry Division),NYD091972554,201644,Massena,St. Lawrence,-74.732781,44.983889,1983-09-08,1984-09-21,,,,New York,NY,listed
Hudson River PCBs,NYD980763841,202229,Hudson River,"Rensselaer, Saratoga, Washington",-73.5765,43.1102,1983-09-08,1984-09-21,,,,New York,NY,listed
Vestal Water Supply Well 1-1,NYD980763767,202228,Vestal,Broome,-76.0557,42.0902,1982-12-30,1983-09-08,2003-09-11,,,New York,NY,cleaning
Vestal Water Supply Well 4-2,NYD980652267,202152,Vestal,Broome,-75.997219,42.110281,1982-12-30,1983-09-08,1998-09-30,1999-08-11,1999-09-30,New York,NY,completed
Sarney Farm,NYD980535165,202088,Amenia,Dutchess,-73.561389,41.75555,1984-10-15,1986-06-10,2001-09-27,,,New York,NY,cleaning
"Pasley Solvents & Chemicals, Inc.",NYD991292004,202422,Hempstead,Nassau,-73.612219,40.729169,1984-10-15,1986-06-10,1999-09-30,2011-08-12,2011-09-26,New York,NY,completed
Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,NYD002920312,201477,Hicksville,Nassau,-73.504169,40.7575,1984-10-15,1986-06-10,2015-07-01,,,New York,NY,cleaning
Anchor Chemicals,NYD001485226,201324,Hicksville,Nassau,-73.546389,40.766389,1984-10-15,1986-06-10,1996-10-01,1999-08-12,1999-09-30,New York,NY,completed
"Mattiace Petrochemical Co., Inc.",NYD000512459,201219,Glen Cove,Nassau,-73.6432,40.8608,1988-06-24,1989-03-31,2000-06-30,,,New York,NY,cleaning
Jones Sanitation,NYD980534556,202045,Hyde Park,Dutchess,-73.902,41.795,1987-01-22,1987-07-22,2001-12-06,2005-07-07,2005-09-23,New York,NY,completed
Warwick Landfill,NYD980506679,201695,Warwick,Orange,-74.27,41.238889,1985-09-18,1989-03-31,1998-09-28,2000-08-15,2001-07-06,New York,NY,completed
Carroll & Dubies Sewage Disposal,NYD010968014,201492,Port Jervis,Orange,-74.6681,41.3942,1988-06-24,1990-02-21,2000-03-20,,,New York,NY,cleaning
Cortese Landfill,NYD980528475,201867,Village of Narrowsburg,Sullivan,-75.065,41.600561,1984-10-15,1986-06-10,2013-09-25,,,New York,NY,cleaning
Liberty Industrial Finishing,NYD000337295,201184,Farmingdale,Nassau,-73.448889,40.72625,1984-10-15,1986-06-10,2012-09-28,,,New York,NY,cleaning
Johnstown City Landfill,NYD980506927,201716,Town of Johnstown,Fulton,-74.393061,43.043061,1984-10-15,1986-06-10,1997-09-29,,,New York,NY,cleaning
Volney Municipal Landfill,NYD980509376,201836,Town of Volney,Oswego,-76.379169,43.36055,1984-10-15,1986-06-10,2002-06-20,,,New York,NY,cleaning
Claremont Polychemical,NYD002044584,201338,Old Bethpage,Nassau,-73.4432,40.7576,1984-10-15,1986-06-10,2003-09-16,,,New York,NY,cleaning
"Tri-Cities Barrel Co., Inc.",NYD980509285,201830,Port Crane,Broome,-75.811939,42.15805,1989-05-05,1989-10-04,2011-09-28,,,New York,NY,cleaning
Katonah Municipal Well,NYD980780795,202269,Town of Bedford,Westchester,-73.682911,41.259169,1984-10-15,1986-06-10,1992-07-07,2000-01-19,2000-03-20,New York,NY,completed
Suffern Village Well Field,NYD980780878,202277,Village of Suffern,Rockland,-74.159,41.1162,1984-10-15,1986-06-10,1992-09-04,1992-09-28,1993-05-28,New York,NY,completed
BEC Trucking,NYD980768675,202235,Vestal,Broome,-75.998339,42.097639,1984-10-15,1986-06-10,1992-08-10,1992-08-24,1992-10-14,New York,NY,completed
Endicott Village Well Field,NYD980780746,202264,Village of Endicott,Broome,-76.086111,42.086111,1984-10-15,1986-06-10,1997-09-26,,,New York,NY,cleaning
Applied Environmental Services,NYD980535652,202121,Glenwood Landing,Nassau,-73.646693,40.823054,1984-10-15,1986-06-10,1996-06-28,,,New York,NY,cleaning
Colesville Municipal Landfill,NYD980768691,202237,Town of Colesville,Broome,-75.58945,42.160419,1984-10-15,1986-06-10,2004-09-22,,,New York,NY,cleaning
"Goldisc Recordings, Inc.",NYD980768717,202239,Holbrook,Suffolk,-73.0647,40.7745,1984-10-15,1986-06-10,1998-09-30,,,New York,NY,cleaning
"SMS Instruments, Inc.",NYD001533165,201325,Deer Park,Suffolk,-73.318491,40.760002,1984-10-15,1986-06-10,1996-01-31,2010-07-30,2010-09-13,New York,NY,completed
"Tronic Plating Co., Inc.",NYD002059517,201346,Farmingdale,Suffolk,-73.4077,40.7538,1984-10-15,1986-06-10,1993-09-27,2001-08-14,2001-10-15,New York,NY,completed
Hertel Landfill,NYD980780779,202267,Plattekill,Ulster,-74.038889,41.688061,1984-10-15,1986-06-10,2005-02-15,,,New York,NY,cleaning
Preferred Plating Corp.,NYD980768774,202245,Farmingdale,Suffolk,-73.4253,40.7158,1984-10-15,1986-06-10,1997-09-30,,,New York,NY,cleaning
Kenmark Textile Corp.,NYD075784165,201614,Farmingdale,Suffolk,-73.4264,40.7384,1984-10-15,1986-06-10,1994-03-30,1994-12-15,1995-05-01,New York,NY,completed
"Nepera Chemical Co., Inc.",NYD000511451,201188,Maybrook,Orange,-74.2447,41.4643,1984-10-15,1986-06-10,2013-09-27,,,New York,NY,cleaning
Byron Barrel & Drum,NYD980780670,202257,Byron,Genesee,-78.1103,43.1191,1984-10-15,1986-06-10,2002-09-24,,,New York,NY,cleaning
FMC Corp. (Dublin Road Landfill),NYD000511857,201207,Town of Shelby,Orleans,-78.4417,43.2172,1984-10-15,1986-06-10,1997-05-29,2020-07-21,2020-09-21,New York,NY,completed
North Sea Municipal Landfill,NYD980762520,202198,North Sea,Suffolk,-72.401389,40.929161,1984-10-15,1986-06-10,1994-09-29,2005-07-29,2005-09-27,New York,NY,completed
"Robintech, Inc./National Pipe Co.",NYD002232957,201452,Town of Vestal,Broome,-75.9922,42.1049,1984-10-15,1986-06-10,2001-09-27,,,New York,NY,cleaning
Haviland Complex,NYD980785661,202284,Town of Hyde Park,Dutchess,-73.908061,41.771111,1984-10-15,1986-06-10,1997-08-01,2023-02-22,2023-08-16,New York,NY,completed
Griffiss Air Force Base,NY4571924451,202438,Rome,Oneida,-75.416661,43.233331,1984-10-15,1987-07-22,,,,New York,NY,listed
Conklin Dumps,NYD981486947,202329,Conklin,Broome,-75.81805,42.05,1986-06-10,1989-03-31,1996-09-13,1997-02-10,1997-04-25,New York,NY,completed
Richardson Hill Road Landfill/Pond,NYD980507735,201770,Sidney Center,Delaware,-75.249169,42.252781,1986-06-10,1987-07-22,2008-09-29,,,New York,NY,cleaning
"BioClinical Laboratories, Inc.",NYD980768683,202236,Bohemia,Suffolk,-73.110281,40.783331,1986-06-10,1989-03-31,1992-09-30,1994-05-09,1994-09-09,New York,NY,completed
Malta Rocket Fuel Area,NYD980535124,202084,Malta,Saratoga,-73.758331,42.963889,1986-06-10,1987-07-22,1999-09-23,,,New York,NY,cleaning
Genzale Plating Co.,NYD002050110,201344,Franklin Square,Nassau,-73.6777,40.7153,1986-06-10,1987-07-22,2005-09-30,,,New York,NY,cleaning
Rowe Industries Ground Water Contamination,NYD981486954,202330,"Noyack, Sag Harbor",Suffolk,-72.3,40.982781,1986-06-10,1987-07-22,2003-02-25,,,New York,NY,cleaning
Islip Municipal Sanitary Landfill,NYD980506901,201714,Islip,Suffolk,-73.1829,40.8178,1987-01-22,1989-03-31,1998-04-08,,,New York,NY,cleaning
Circuitron Corp.,NYD981184229,202301,East Farmingdale,Suffolk,-73.4195,40.7495,1988-06-24,1989-03-31,2000-09-22,,,New York,NY,cleaning
Sidney Landfill,NYD980507677,201764,Sidney,Delaware,-75.243,42.2577,1988-06-24,1989-03-31,2004-09-24,,,New York,NY,cleaning
"Jones Chemicals, Inc.",NYD000813428,201302,Caledonia,Livingston,-77.845561,42.976531,1988-06-24,1990-02-21,2006-09-26,,,New York,NY,cleaning
Rosen Brothers Scrap Yard/Dump,NYD982272734,202609,Cortland,Cortland,-76.175281,42.591669,1988-06-24,1989-03-31,2003-09-11,,,New York,NY,cleaning
Niagara Mohawk Power Corp. (Saratoga Spings Plant),NYD980664361,202182,Saratoga Springs,Saratoga,-73.776111,43.09,1988-06-24,1990-02-21,2022-09-26,,,New York,NY,cleaning
"Action Anodizing, Plating, & Polishing Corp.",NYD072366453,202634,Copiague,Suffolk,-73.406111,40.684439,1988-06-24,1989-03-31,1992-06-30,1995-06-06,1995-09-29,New York,NY,completed
C & J Disposal Leasing Co. Dump,NYD981561954,202366,Hamilton,Madison,-75.5687,42.8638,1988-06-24,1989-03-31,1993-09-27,1994-07-21,1994-09-20,New York,NY,completed
Plattsburgh Air Force Base,NY4571924774,202439,Plattsburgh,Clinton,-73.464719,44.6575,1989-07-14,1989-11-21,,,,New York,NY,listed
Seneca Army Depot,NY0213820830,202425,Romulus,Seneca,-76.85445,42.75,1989-07-14,1990-08-30,,,,New York,NY,listed
Brookhaven National Laboratory (USDOE),NY7890008975,202841,Upton,Suffolk,-72.869583,40.86,1989-07-14,1989-11-21,,,,New York,NY,listed
"Sealand Restoration, Inc.",NYD980535181,202090,Lisbon,St. Lawrence,-75.361531,44.703611,1989-10-26,1990-08-30,2005-10-17,,,New York,NY,cleaning
"Radium Chemical Co., Inc.",NYD001667872,202850,New York City,Queens,-73.9025,40.76,1989-08-16,1989-11-21,1994-09-21,1994-10-06,1995-03-24,New York,NY,completed
Forest Glen Mobile Home Subdivision,NYD981560923,202361,Niagara Falls,Niagara,-78.9995,43.1127,1989-08-16,1989-11-21,2003-09-30,,,New York,NY,cleaning
Li Tungsten Corp.,NYD986882660,202972,Glen Cove,Nassau,-73.640773,40.860929,1991-07-29,1992-10-14,2008-09-25,,,New York,NY,cleaning
Onondaga Lake,NYD986913580,203382,Syracuse,Onondaga,-76.208056,43.069444,1993-05-10,1994-12-16,,,,New York,NY,listed
Pfohl Brothers Landfill,NYD980507495,201751,Cheektowaga,Erie,-78.7025,42.943889,1993-05-10,1994-12-16,2002-09-27,2008-07-22,2008-09-22,New York,NY,completed
GCL Tie and Treating Inc.,NYD981566417,203408,Village of Sidney,Delaware,-75.413333,42.300555,1994-01-18,1994-05-31,2004-09-22,,,New York,NY,cleaning
Little Valley,NY0001233634,204016,Little Valley,Cattaraugus,-78.766944,42.236667,1995-10-02,1996-06-17,2006-09-29,,,New York,NY,cleaning
Old Inland Pit,WAD980982557,1001074,Spokane,Spokane,-117.1983,47.689719,1986-06-10,1990-02-21,1999-02-01,1999-06-17,1999-08-31,Washington,WA,completed
ALCOA (Vancouver Smelter),WAD009045279,1000597,Vancouver,Clark,-122.7318,45.649439,1988-06-24,1990-02-21,1996-07-30,1996-08-15,1996-09-30,Washington,WA,completed
Fairchild Air Force Base (4 Waste Areas),WA9571924647,1001139,Spokane County,Spokane,-117.6462,47.628331,1988-06-24,1989-03-13,,,,Washington,WA,listed
Seattle Municipal Landfill (Kent Highlands),WAD980639462,1000889,Kent,King,-122.2792,47.391669,1988-06-24,1990-08-30,1995-09-07,,,Washington,WA,cleaning
Pacific Car & Foundry Co.,WAD009249210,1000614,Renton,King,-122.1964,47.488889,1988-06-24,1990-02-21,1996-08-05,,,Washington,WA,cleaning
Yakima Plating Co.,WAD040187890,1000705,Yakima,Yakima,-120.5089,46.5723,1988-06-24,1989-03-31,1992-09-30,1994-06-15,1994-08-23,Washington,WA,completed
American Crossarm & Conduit Co.,WAD057311094,1000753,Chehalis,Lewis,-122.9689,46.656939,1988-06-24,1989-10-04,1996-09-26,2020-07-10,2020-09-30,Washington,WA,completed
Northwest Transformer (South Harkness Street),WAD027315621,1000682,Everson,Whatcom,-122.3431,48.9197,1988-06-24,1990-02-21,1994-09-29,1997-08-15,1997-09-26,Washington,WA,completed
Centralia Municipal Landfill,WAD980836662,1001030,Centralia,Lewis,-122.9633,46.696669,1988-06-24,1990-08-30,1999-09-28,,,Washington,WA,cleaning
North Market Street,WAD000641548,1000557,Spokane,Spokane,-117.3626,47.7297,1988-06-24,1990-08-30,2002-12-30,,,Washington,WA,cleaning
Pasco Sanitary Landfill,WAD991281874,1001098,Pasco,Franklin,-119.0478,46.255281,1988-06-24,1990-02-21,,,,Washington,WA,listed
Hanford 300-Area (USDOE),WA2890090077,1001111,Benton County,Benton,-119.2752,46.3703,1988-06-24,1989-10-04,,,,Washington,WA,listed
Hanford 1100-Area (USDOE),WA4890090075,1001118,Benton County,Benton,-119.2848,46.3231,1988-06-24,1989-10-04,1996-07-25,1996-08-15,1996-09-30,Washington,WA,completed
Hanford 100-Area (USDOE),WA3890090076,1001114,Benton County,Benton,-119.4829,46.7011,1988-06-24,1989-10-04,,,,Washington,WA,listed
Hanford 200-Area (USDOE),WA1890090078,1001105,Benton County,Benton,-119.6049,46.563331,1988-06-24,1989-10-04,,,,Washington,WA,listed
General Electric Co. (Spokane Shop),WAD001865450,1000579,Spokane,Spokane,-117.3441,47.6729,1988-06-24,1989-10-04,1999-03-18,,,Washington,WA,cleaning
Bonneville Power Administration Ross Complex (USDOE),WA1891406349,1001106,Vancouver,Clark,-122.6572,45.6616,1989-07-14,1989-11-21,1996-04-04,1996-07-18,1996-09-23,Washington,WA,completed
Fort Lewis Logistics Center,WA7210090067,1001131,Tillicum,Pierce,-122.5365,47.1142,1989-07-14,1989-11-21,2015-09-23,,,Washington,WA,cleaning
Bangor Naval Submarine Base,WA5170027291,1001121,Silverdale,Kitsap,-122.7131,47.699,1989-07-14,1990-08-30,2001-09-25,,,Washington,WA,cleaning
Hamilton Island Landfill (USA/COE),WA5210890096,1001123,North Bonneville,Skamania,-121.985,45.629583,1991-07-29,1992-10-14,1995-03-30,1995-04-12,1995-05-25,Washington,WA,completed
Moses Lake Wellfield Contamination,WAD988466355,1001249,Moses Lake,Grant,-119.315556,47.204722,1991-07-29,1992-10-14,,,,Washington,WA,listed
Tulalip Landfill,WAD980639256,1000878,Marysville,Snohomish,-122.182222,48.041667,1991-07-29,1995-04-25,2000-09-28,2002-06-07,2002-09-18,Washington,WA,completed
Vancouver Water Station #4 Contamination,WAD988475158,1001371,Vancouver,Clark,-122.622472,45.6195,1991-07-29,1992-10-14,1999-09-08,2017-09-25,2018-02-06,Washington,WA,completed
Spokane Junkyard/Associated Properties,WAD981767296,1001090,Spokane,Spokane,-117.37082,47.689444,1992-10-14,1994-05-31,1997-07-14,1997-08-07,1997-09-23,Washington,WA,completed
Pacific Sound Resources,WAD009248287,1000611,Seattle,King,-122.366667,47.582332,1993-05-10,1994-05-31,2005-09-16,,,Washington,WA,cleaning
Puget Sound Naval Shipyard Complex,WA2170023418,1001107,Bremerton,Kitsap,-122.647222,47.559166,1993-05-10,1994-05-31,2007-08-22,,,Washington,WA,cleaning
Jackson Park Housing Complex (USNAVY),WA3170090044,1001113,Kitsap County,Kitsap,-122.695972,47.58861,1993-06-23,1994-05-31,,,,Washington,WA,listed
Vancouver Water Station #1 Contamination,WAD988519708,1001733,Vancouver,Clark,-122.645417,45.638471,1993-06-23,1994-05-31,1998-09-25,2017-09-25,2018-02-06,Washington,WA,completed
Port Hadlock Detachment (USNAVY),WA4170090001,1001117,Indian Island,Jefferson,-122.729583,48.083471,1993-06-23,1994-05-31,1997-09-29,2005-04-15,2005-06-14,Washington,WA,completed
