name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
Kentucky Avenue Well Field,NYD980650667,202142,New York,Horseheads,Chemung,NPL Site,-76.828331,42.145831,12/30/1982,9/8/1983,9/20/2021,,,TRUE
Love Canal,NYD000606947,201290,New York,Niagara Falls,Niagara,Deleted NPL Site,-78.94945,43.079719,12/30/1982,9/8/1983,9/29/1999,3/17/2004,9/30/2004,TRUE
Ludlow Sand & Gravel,NYD013468939,201507,New York,Clayville,Oneida,Deleted NPL Site,-75.226389,42.959169,12/30/1982,9/8/1983,9/28/2007,10/2/2013,12/2/2013,TRUE
Marathon Battery Corp.,NYD010959757,201491,New York,Cold Springs,Putnam,Deleted NPL Site,-73.954719,41.416111,12/30/1982,9/8/1983,9/28/1995,5/10/1996,10/18/1996,TRUE
"Mercury Refining, Inc.",NYD048148175,201552,New York,Colonie,Albany,NPL Site,-73.804169,42.689719,12/30/1982,9/8/1983,4/30/2015,8/16/2024,,TRUE
Niagara County Refuse,NYD000514257,201266,New York,Wheatfield,Niagara,Deleted NPL Site,-78.906111,43.06055,12/30/1982,9/8/1983,6/30/2000,3/17/2004,7/30/2004,TRUE
Old Bethpage Landfill,NYD980531727,201951,New York,Oyster Bay,Nassau,NPL Site,-73.447219,40.756939,12/30/1982,9/8/1983,10/1/1993,,,TRUE
Olean Well Field,NYD980528657,201877,New York,Olean,Cattaraugus,NPL Site,-78.404719,42.069439,12/30/1982,9/8/1983,,,,TRUE
Pollution Abatement Services,NYD000511659,201196,New York,Oswego,Oswego,NPL Site,-76.483331,43.47,12/30/1982,9/8/1983,9/30/1997,,,TRUE
Port Washington Landfill,NYD980654206,202155,New York,Port Washington,Nassau,NPL Site,-73.666661,40.81805,12/30/1982,9/8/1983,7/13/2000,,,TRUE
Ramapo Landfill,NYD000511493,201191,New York,Ramapo,Rockland,NPL Site,-74.161389,41.14,12/30/1982,9/8/1983,9/29/1997,,,TRUE
Sinclair Refinery,NYD980535215,202093,New York,Wellsville,Allegany,NPL Site,-77.9416,42.1088,12/30/1982,9/8/1983,9/5/2012,,,TRUE
Solvent Savers,NYD980421176,201687,New York,Lincklaen,Chenango,NPL Site,-75.876661,42.665,12/30/1982,9/8/1983,,,,TRUE
Syosset Landfill,NYD000511360,201187,New York,Oyster Bay,Nassau,Deleted NPL Site,-73.509719,40.798889,12/30/1982,9/8/1983,9/18/1998,2/15/2005,4/28/2005,TRUE
Wide Beach Development,NYD980652259,202151,New York,Brant,Erie,Deleted NPL Site,-79.128611,42.586669,12/30/1982,9/8/1983,9/30/1992,3/31/1994,8/30/1994,TRUE
York Oil Co.,NYD000511733,201202,New York,Moira,Franklin,NPL Site,-74.5751,44.8225,12/30/1982,9/8/1983,9/24/2002,,,TRUE
General Motors (Central Foundry Division),NYD091972554,201644,New York,Massena,St. Lawrence,NPL Site,-74.732781,44.983889,9/8/1983,9/21/1984,,,,TRUE
Hudson River PCBs,NYD980763841,202229,New York,Hudson River,"Rensselaer, Saratoga, Washington",NPL Site,-73.5765,43.1102,9/8/1983,9/21/1984,,,,TRUE
Vestal Water Supply Well 1-1,NYD980763767,202228,New York,Vestal,Broome,NPL Site,-76.0557,42.0902,12/30/1982,9/8/1983,9/11/2003,,,TRUE
Vestal Water Supply Well 4-2,NYD980652267,202152,New York,Vestal,Broome,Deleted NPL Site,-75.997219,42.110281,12/30/1982,9/8/1983,9/30/1998,8/11/1999,9/30/1999,TRUE
Sarney Farm,NYD980535165,202088,New York,Amenia,Dutchess,NPL Site,-73.561389,41.75555,10/15/1984,6/10/1986,9/27/2001,,,TRUE
"Pasley Solvents & Chemicals, Inc.",NYD991292004,202422,New York,Hempstead,Nassau,Deleted NPL Site,-73.612219,40.729169,10/15/1984,6/10/1986,9/30/1999,8/12/2011,9/26/2011,TRUE
Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,NYD002920312,201477,New York,Hicksville,Nassau,NPL Site,-73.504169,40.7575,10/15/1984,6/10/1986,7/1/2015,,,TRUE
Anchor Chemicals,NYD001485226,201324,New York,Hicksville,Nassau,Deleted NPL Site,-73.546389,40.766389,10/15/1984,6/10/1986,10/1/1996,8/12/1999,9/30/1999,TRUE
"Mattiace Petrochemical Co., Inc.",NYD000512459,201219,New York,Glen Cove,Nassau,NPL Site,-73.6432,40.8608,6/24/1988,3/31/1989,6/30/2000,,,TRUE
Jones Sanitation,NYD980534556,202045,New York,Hyde Park,Dutchess,Deleted NPL Site,-73.902,41.795,1/22/1987,7/22/1987,12/6/2001,7/7/2005,9/23/2005,TRUE
Warwick Landfill,NYD980506679,201695,New York,Warwick,Orange,Deleted NPL Site,-74.27,41.238889,9/18/1985,3/31/1989,9/28/1998,8/15/2000,7/6/2001,TRUE
Carroll & Dubies Sewage Disposal,NYD010968014,201492,New York,Port Jervis,Orange,NPL Site,-74.6681,41.3942,6/24/1988,2/21/1990,3/20/2000,,,TRUE
Cortese Landfill,NYD980528475,201867,New York,Village of Narrowsburg,Sullivan,NPL Site,-75.065,41.600561,10/15/1984,6/10/1986,9/25/2013,,,TRUE
Liberty Industrial Finishing,NYD000337295,201184,New York,Farmingdale,Nassau,NPL Site,-73.448889,40.72625,10/15/1984,6/10/1986,9/28/2012,,,TRUE
Johnstown City Landfill,NYD980506927,201716,New York,Town of Johnstown,Fulton,NPL Site,-74.393061,43.043061,10/15/1984,6/10/1986,9/29/1997,,,TRUE
Volney Municipal Landfill,NYD980509376,201836,New York,Town of Volney,Oswego,NPL Site,-76.379169,43.36055,10/15/1984,6/10/1986,6/20/2002,,,TRUE
Claremont Polychemical,NYD002044584,201338,New York,Old Bethpage,Nassau,NPL Site,-73.4432,40.7576,10/15/1984,6/10/1986,9/16/2003,,,TRUE
"Tri-Cities Barrel Co., Inc.",NYD980509285,201830,New York,Port Crane,Broome,NPL Site,-75.811939,42.15805,5/5/1989,10/4/1989,9/28/2011,,,TRUE
Katonah Municipal Well,NYD980780795,202269,New York,Town of Bedford,Westchester,Deleted NPL Site,-73.682911,41.259169,10/15/1984,6/10/1986,7/7/1992,1/19/2000,3/20/2000,TRUE
Suffern Village Well Field,NYD980780878,202277,New York,Village of Suffern,Rockland,Deleted NPL Site,-74.159,41.1162,10/15/1984,6/10/1986,9/4/1992,9/28/1992,5/28/1993,TRUE
BEC Trucking,NYD980768675,202235,New York,Vestal,Broome,Deleted NPL Site,-75.998339,42.097639,10/15/1984,6/10/1986,8/10/1992,8/24/1992,10/14/1992,TRUE
Endicott Village Well Field,NYD980780746,202264,New York,Village of Endicott,Broome,NPL Site,-76.086111,42.086111,10/15/1984,6/10/1986,9/26/1997,,,TRUE
Applied Environmental Services,NYD980535652,202121,New York,Glenwood Landing,Nassau,NPL Site,-73.646693,40.823054,10/15/1984,6/10/1986,6/28/1996,,,TRUE
Colesville Municipal Landfill,NYD980768691,202237,New York,Town of Colesville,Broome,NPL Site,-75.58945,42.160419,10/15/1984,6/10/1986,9/22/2004,,,TRUE
"Goldisc Recordings, Inc.",NYD980768717,202239,New York,Holbrook,Suffolk,NPL Site,-73.0647,40.7745,10/15/1984,6/10/1986,9/30/1998,,,TRUE
"SMS Instruments, Inc.",NYD001533165,201325,New York,Deer Park,Suffolk,Deleted NPL Site,-73.318491,40.760002,10/15/1984,6/10/1986,1/31/1996,7/30/2010,9/13/2010,TRUE
"Tronic Plating Co., Inc.",NYD002059517,201346,New York,Farmingdale,Suffolk,Deleted NPL Site,-73.4077,40.7538,10/15/1984,6/10/1986,9/27/1993,8/14/2001,10/15/2001,TRUE
Hertel Landfill,NYD980780779,202267,New York,Plattekill,Ulster,NPL Site,-74.038889,41.688061,10/15/1984,6/10/1986,2/15/2005,,,TRUE
Preferred Plating Corp.,NYD980768774,202245,New York,Farmingdale,Suffolk,NPL Site,-73.4253,40.7158,10/15/1984,6/10/1986,9/30/1997,,,TRUE
Kenmark Textile Corp.,NYD075784165,201614,New York,Farmingdale,Suffolk,Deleted NPL Site,-73.4264,40.7384,10/15/1984,6/10/1986,3/30/1994,12/15/1994,5/1/1995,TRUE
"Nepera Chemical Co., Inc.",NYD000511451,201188,New York,Maybrook,Orange,NPL Site,-74.2447,41.4643,10/15/1984,6/10/1986,9/27/2013,,,TRUE
Byron Barrel & Drum,NYD980780670,202257,New York,Byron,Genesee,NPL Site,-78.1103,43.1191,10/15/1984,6/10/1986,9/24/2002,,,TRUE
FMC Corp. (Dublin Road Landfill),NYD000511857,201207,New York,Town of Shelby,Orleans,Deleted NPL Site,-78.4417,43.2172,10/15/1984,6/10/1986,5/29/1997,7/21/2020,9/21/2020,TRUE
North Sea Municipal Landfill,NYD980762520,202198,New York,North Sea,Suffolk,Deleted NPL Site,-72.401389,40.929161,10/15/1984,6/10/1986,9/29/1994,7/29/2005,9/27/2005,TRUE
"Robintech, Inc./National Pipe Co.",NYD002232957,201452,New York,Town of Vestal,Broome,NPL Site,-75.9922,42.1049,10/15/1984,6/10/1986,9/27/2001,,,TRUE
Haviland Complex,NYD980785661,202284,New York,Town of Hyde Park,Dutchess,Deleted NPL Site,-73.908061,41.771111,10/15/1984,6/10/1986,8/1/1997,2/22/2023,8/16/2023,TRUE
Griffiss Air Force Base,NY4571924451,202438,New York,Rome,Oneida,NPL Site,-75.416661,43.233331,10/15/1984,7/22/1987,,,,TRUE
Conklin Dumps,NYD981486947,202329,New York,Conklin,Broome,Deleted NPL Site,-75.81805,42.05,6/10/1986,3/31/1989,9/13/1996,2/10/1997,4/25/1997,TRUE
Richardson Hill Road Landfill/Pond,NYD980507735,201770,New York,Sidney Center,Delaware,NPL Site,-75.249169,42.252781,6/10/1986,7/22/1987,9/29/2008,,,TRUE
"BioClinical Laboratories, Inc.",NYD980768683,202236,New York,Bohemia,Suffolk,Deleted NPL Site,-73.110281,40.783331,6/10/1986,3/31/1989,9/30/1992,5/9/1994,9/9/1994,TRUE
Malta Rocket Fuel Area,NYD980535124,202084,New York,Malta,Saratoga,NPL Site,-73.758331,42.963889,6/10/1986,7/22/1987,9/23/1999,,,TRUE
Genzale Plating Co.,NYD002050110,201344,New York,Franklin Square,Nassau,NPL Site,-73.6777,40.7153,6/10/1986,7/22/1987,9/30/2005,,,TRUE
Rowe Industries Ground Water Contamination,NYD981486954,202330,New York,"Noyack, Sag Harbor",Suffolk,NPL Site,-72.3,40.982781,6/10/1986,7/22/1987,2/25/2003,,,TRUE
Islip Municipal Sanitary Landfill,NYD980506901,201714,New York,Islip,Suffolk,NPL Site,-73.1829,40.8178,1/22/1987,3/31/1989,4/8/1998,,,TRUE
Circuitron Corp.,NYD981184229,202301,New York,East Farmingdale,Suffolk,NPL Site,-73.4195,40.7495,6/24/1988,3/31/1989,9/22/2000,,,TRUE
Sidney Landfill,NYD980507677,201764,New York,Sidney,Delaware,NPL Site,-75.243,42.2577,6/24/1988,3/31/1989,9/24/2004,,,TRUE
"Jones Chemicals, Inc.",NYD000813428,201302,New York,Caledonia,Livingston,NPL Site,-77.845561,42.976531,6/24/1988,2/21/1990,9/26/2006,,,TRUE
Rosen Brothers Scrap Yard/Dump,NYD982272734,202609,New York,Cortland,Cortland,NPL Site,-76.175281,42.591669,6/24/1988,3/31/1989,9/11/2003,,,TRUE
Niagara Mohawk Power Corp. (Saratoga Spings Plant),NYD980664361,202182,New York,Saratoga Springs,Saratoga,NPL Site,-73.776111,43.09,6/24/1988,2/21/1990,9/26/2022,,,TRUE
"Action Anodizing, Plating, & Polishing Corp.",NYD072366453,202634,New York,Copiague,Suffolk,Deleted NPL Site,-73.406111,40.684439,6/24/1988,3/31/1989,6/30/1992,6/6/1995,9/29/1995,TRUE
C & J Disposal Leasing Co. Dump,NYD981561954,202366,New York,Hamilton,Madison,Deleted NPL Site,-75.5687,42.8638,6/24/1988,3/31/1989,9/27/1993,7/21/1994,9/20/1994,TRUE
Plattsburgh Air Force Base,NY4571924774,202439,New York,Plattsburgh,Clinton,NPL Site,-73.464719,44.6575,7/14/1989,11/21/1989,,,,TRUE
Seneca Army Depot,NY0213820830,202425,New York,Romulus,Seneca,NPL Site,-76.85445,42.75,7/14/1989,8/30/1990,,,,TRUE
Brookhaven National Laboratory (USDOE),NY7890008975,202841,New York,Upton,Suffolk,NPL Site,-72.869583,40.86,7/14/1989,11/21/1989,,,,TRUE
"Sealand Restoration, Inc.",NYD980535181,202090,New York,Lisbon,St. Lawrence,NPL Site,-75.361531,44.703611,10/26/1989,8/30/1990,10/17/2005,,,TRUE
"Radium Chemical Co., Inc.",NYD001667872,202850,New York,New York City,Queens,Deleted NPL Site,-73.9025,40.76,8/16/1989,11/21/1989,9/21/1994,10/6/1994,3/24/1995,TRUE
Forest Glen Mobile Home Subdivision,NYD981560923,202361,New York,Niagara Falls,Niagara,NPL Site,-78.9995,43.1127,8/16/1989,11/21/1989,9/30/2003,,,TRUE
Li Tungsten Corp.,NYD986882660,202972,New York,Glen Cove,Nassau,NPL Site,-73.640773,40.860929,7/29/1991,10/14/1992,9/25/2008,,,TRUE
Onondaga Lake,NYD986913580,203382,New York,Syracuse,Onondaga,NPL Site,-76.208056,43.069444,5/10/1993,12/16/1994,,,,TRUE
Pfohl Brothers Landfill,NYD980507495,201751,New York,Cheektowaga,Erie,Deleted NPL Site,-78.7025,42.943889,5/10/1993,12/16/1994,9/27/2002,7/22/2008,9/22/2008,TRUE
GCL Tie and Treating Inc.,NYD981566417,203408,New York,Village of Sidney,Delaware,NPL Site,-75.413333,42.300555,1/18/1994,5/31/1994,9/22/2004,,,TRUE
Little Valley,NY0001233634,204016,New York,Little Valley,Cattaraugus,NPL Site,-78.766944,42.236667,10/2/1995,6/17/1996,9/29/2006,,,TRUE
Old Inland Pit,WAD980982557,1001074,Washington,Spokane,Spokane,Deleted NPL Site,-117.1983,47.689719,6/10/1986,2/21/1990,2/1/1999,6/17/1999,8/31/1999,TRUE
ALCOA (Vancouver Smelter),WAD009045279,1000597,Washington,Vancouver,Clark,Deleted NPL Site,-122.7318,45.649439,6/24/1988,2/21/1990,7/30/1996,8/15/1996,9/30/1996,TRUE
Fairchild Air Force Base (4 Waste Areas),WA9571924647,1001139,Washington,Spokane County,Spokane,NPL Site,-117.6462,47.628331,6/24/1988,3/13/1989,,,,TRUE
Seattle Municipal Landfill (Kent Highlands),WAD980639462,1000889,Washington,Kent,King,NPL Site,-122.2792,47.391669,6/24/1988,8/30/1990,9/7/1995,,,TRUE
Pacific Car & Foundry Co.,WAD009249210,1000614,Washington,Renton,King,NPL Site,-122.1964,47.488889,6/24/1988,2/21/1990,8/5/1996,,,TRUE
Yakima Plating Co.,WAD040187890,1000705,Washington,Yakima,Yakima,Deleted NPL Site,-120.5089,46.5723,6/24/1988,3/31/1989,9/30/1992,6/15/1994,8/23/1994,TRUE
American Crossarm & Conduit Co.,WAD057311094,1000753,Washington,Chehalis,Lewis,Deleted NPL Site,-122.9689,46.656939,6/24/1988,10/4/1989,9/26/1996,7/10/2020,9/30/2020,TRUE
Northwest Transformer (South Harkness Street),WAD027315621,1000682,Washington,Everson,Whatcom,Deleted NPL Site,-122.3431,48.9197,6/24/1988,2/21/1990,9/29/1994,8/15/1997,9/26/1997,TRUE
Centralia Municipal Landfill,WAD980836662,1001030,Washington,Centralia,Lewis,NPL Site,-122.9633,46.696669,6/24/1988,8/30/1990,9/28/1999,,,TRUE
North Market Street,WAD000641548,1000557,Washington,Spokane,Spokane,NPL Site,-117.3626,47.7297,6/24/1988,8/30/1990,12/30/2002,,,TRUE
Pasco Sanitary Landfill,WAD991281874,1001098,Washington,Pasco,Franklin,NPL Site,-119.0478,46.255281,6/24/1988,2/21/1990,,,,TRUE
Hanford 300-Area (USDOE),WA2890090077,1001111,Washington,Benton County,Benton,NPL Site,-119.2752,46.3703,6/24/1988,10/4/1989,,,,TRUE
Hanford 1100-Area (USDOE),WA4890090075,1001118,Washington,Benton County,Benton,Deleted NPL Site,-119.2848,46.3231,6/24/1988,10/4/1989,7/25/1996,8/15/1996,9/30/1996,TRUE
Hanford 100-Area (USDOE),WA3890090076,1001114,Washington,Benton County,Benton,NPL Site,-119.4829,46.7011,6/24/1988,10/4/1989,,,,TRUE
Hanford 200-Area (USDOE),WA1890090078,1001105,Washington,Benton County,Benton,NPL Site,-119.6049,46.563331,6/24/1988,10/4/1989,,,,TRUE
General Electric Co. (Spokane Shop),WAD001865450,1000579,Washington,Spokane,Spokane,NPL Site,-117.3441,47.6729,6/24/1988,10/4/1989,3/18/1999,,,TRUE
Bonneville Power Administration Ross Complex (USDOE),WA1891406349,1001106,Washington,Vancouver,Clark,Deleted NPL Site,-122.6572,45.6616,7/14/1989,11/21/1989,4/4/1996,7/18/1996,9/23/1996,TRUE
Fort Lewis Logistics Center,WA7210090067,1001131,Washington,Tillicum,Pierce,NPL Site,-122.5365,47.1142,7/14/1989,11/21/1989,9/23/2015,,,TRUE
Bangor Naval Submarine Base,WA5170027291,1001121,Washington,Silverdale,Kitsap,NPL Site,-122.7131,47.699,7/14/1989,8/30/1990,9/25/2001,,,TRUE
Hamilton Island Landfill (USA/COE),WA5210890096,1001123,Washington,North Bonneville,Skamania,Deleted NPL Site,-121.985,45.629583,7/29/1991,10/14/1992,3/30/1995,4/12/1995,5/25/1995,TRUE
Moses Lake Wellfield Contamination,WAD988466355,1001249,Washington,Moses Lake,Grant,NPL Site,-119.315556,47.204722,7/29/1991,10/14/1992,,,,TRUE
Tulalip Landfill,WAD980639256,1000878,Washington,Marysville,Snohomish,Deleted NPL Site,-122.182222,48.041667,7/29/1991,4/25/1995,9/28/2000,6/7/2002,9/18/2002,TRUE
Vancouver Water Station #4 Contamination,WAD988475158,1001371,Washington,Vancouver,Clark,Deleted NPL Site,-122.622472,45.6195,7/29/1991,10/14/1992,9/8/1999,9/25/2017,2/6/2018,TRUE
Spokane Junkyard/Associated Properties,WAD981767296,1001090,Washington,Spokane,Spokane,Deleted NPL Site,-117.37082,47.689444,10/14/1992,5/31/1994,7/14/1997,8/7/1997,9/23/1997,TRUE
Pacific Sound Resources,WAD009248287,1000611,Washington,Seattle,King,NPL Site,-122.366667,47.582332,5/10/1993,5/31/1994,9/16/2005,,,TRUE
Puget Sound Naval Shipyard Complex,WA2170023418,1001107,Washington,Bremerton,Kitsap,NPL Site,-122.647222,47.559166,5/10/1993,5/31/1994,8/22/2007,,,TRUE
Jackson Park Housing Complex (USNAVY),WA3170090044,1001113,Washington,Kitsap County,Kitsap,NPL Site,-122.695972,47.58861,6/23/1993,5/31/1994,,,,TRUE
Vancouver Water Station #1 Contamination,WAD988519708,1001733,Washington,Vancouver,Clark,Deleted NPL Site,-122.645417,45.638471,6/23/1993,5/31/1994,9/25/1998,9/25/2017,2/6/2018,TRUE
Port Hadlock Detachment (USNAVY),WA4170090001,1001117,Washington,Indian Island,Jefferson,Deleted NPL Site,-122.729583,48.083471,6/23/1993,5/31/1994,9/29/1997,4/15/2005,6/14/2005,TRUE
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),WA8680030931,1001134,Washington,Manchester,Kitsap,NPL Site,-122.548055,47.574443,1/18/1994,5/31/1994,9/30/2002,,,TRUE
Boomsnub/Airco,WAD009624453,1000670,Washington,Vancouver,Clark,NPL Site,-122.621667,45.677222,1/18/1994,4/25/1995,,,,TRUE
Oeser Co,WAD008957243,1000590,Washington,Bellingham,Whatcom,NPL Site,-122.514444,48.770278,12/23/1996,9/25/1997,9/20/2011,,,TRUE
Palermo Well Field Ground Water Contamination,WA0000026534,1001761,Washington,Tumwater,Thurston,NPL Site,-122.904167,47.001667,12/23/1996,4/1/1997,2/22/2001,,,TRUE
Midnite Mine,WAD980978753,1001070,Washington,Wellpinit,Stevens,NPL Site,-118.094167,47.9375,2/16/1999,5/11/2000,,,,TRUE
Hamilton/Labree Roads Ground Water Contamination,WASFN1002174,1002174,Washington,Chehalis,Lewis,NPL Site,-122.933056,46.623472,5/11/2000,7/27/2000,,,,TRUE
Lower Duwamish Waterway,WA0002329803,1002020,Washington,Seattle,King,NPL Site,-122.29285,47.510081,12/1/2000,9/13/2001,,,,TRUE
Quendall Terminals,WAD980639215,1000875,Washington,Renton,King,NPL Site,-122.2,47.533333,9/14/2005,4/19/2006,,,,TRUE
Lockheed West Seattle,WAN001002655,1002655,Washington,Seattle,King,NPL Site,-122.3625,47.583889,9/27/2006,3/7/2007,9/29/2021,,,TRUE
Bremerton Gasworks,WAN001002907,1002907,Washington,Bremerton,Kitsap,NPL Site,-122.642136,47.578544,9/16/2011,5/10/2012,,,,TRUE
Makah Reservation Warmhouse Beach Dump,WAN001002857,1002857,Washington,Neah Bay,Clallam,NPL Site,-124.656711,48.388353,5/24/2013,12/12/2013,,,,TRUE
Grain Handling Facility at Freeman,WAN001003081,1003081,Washington,Freeman,Spokane,NPL Site,-117.194297,47.519528,3/26/2015,9/30/2015,,,,TRUE
Upper Columbia River,WASFN1002171,1002171,Washington,Upper Columbia River,Upper Columbia River,Proposed NPL Site,-118.053241,48.672045,3/7/2024,,,,,TRUE
City Disposal Corp. Landfill,WID980610646,505117,Wisconsin,Dunn,Dane,NPL Site,-89.356939,42.946389,9/8/1983,9/21/1984,6/23/2000,,,TRUE
Delavan Municipal Well #4,WID980820062,505165,Wisconsin,Delavan,Walworth,NPL Site,-88.623889,42.631669,9/8/1983,9/21/1984,9/28/2000,,,TRUE
Eau Claire Municipal Well Field,WID980820054,505164,Wisconsin,Eau Claire,Eau Claire,Deleted NPL Site,-91.503331,44.853331,9/8/1983,9/21/1984,9/28/1992,3/28/2014,5/27/2014,TRUE
Hagen Farm,WID980610059,505071,Wisconsin,Stoughton,Dane,NPL Site,-89.1832,42.9089,9/18/1985,7/22/1987,8/27/1996,,,TRUE
Hunts Disposal Landfill,WID980511919,505068,Wisconsin,Caledonia,Racine,NPL Site,-87.88,42.835,6/10/1986,7/22/1987,5/7/1997,,,TRUE
Janesville Ash Beds,WID000712950,504945,Wisconsin,Janesville,Rock,NPL Site,-89.0275,42.703061,9/8/1983,9/21/1984,9/18/1997,,,TRUE
Janesville Old Landfill,WID980614044,505136,Wisconsin,Janesville,Rock,NPL Site,-89.023611,42.702781,9/8/1983,9/21/1984,9/18/1997,,,TRUE
Kohler Co. Landfill,WID006073225,504973,Wisconsin,Kohler,Sheboygan,NPL Site,-87.763889,43.7375,9/8/1983,9/21/1984,9/29/1998,,,TRUE
Lauer I Sanitary Landfill,WID058735994,505043,Wisconsin,Menomonee Falls,Waukesha,NPL Site,-88.066669,43.181389,9/8/1983,9/21/1984,9/28/1999,,,TRUE
Lemberger Transport & Recycling,WID056247208,505040,Wisconsin,Franklin Township,Manitowoc,NPL Site,-87.8448,44.1655,9/8/1983,9/21/1984,10/22/1996,,,TRUE
Master Disposal Service Landfill,WID980820070,505166,Wisconsin,Brookfield,Waukesha,NPL Site,-88.163331,43.092781,9/8/1983,9/21/1984,6/19/1997,,,TRUE
"Mid-State Disposal, Inc. Landfill",WID980823082,505170,Wisconsin,Cleveland Township,Marathon,NPL Site,-90.04,44.848331,9/8/1983,9/21/1984,9/22/1994,,,TRUE
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",WID039052626,505024,Wisconsin,Milwaukee,Milwaukee,NPL Site,-88.0417,43.1772,9/8/1983,9/21/1984,11/25/2009,,,TRUE
Muskego Sanitary Landfill,WID000713180,504946,Wisconsin,Muskego,Waukesha,NPL Site,-88.1829,42.8929,9/8/1983,9/21/1984,9/26/1997,,,TRUE
Northern Engraving Co.,WID006183826,505007,Wisconsin,Sparta,Monroe,Deleted NPL Site,-90.81445,43.934439,9/8/1983,9/21/1984,9/29/1989,9/11/1997,10/29/1997,TRUE
"Oconomowoc Electroplating Co., Inc.",WID006100275,504986,Wisconsin,Ashippun,Dodge,NPL Site,-88.5221,43.2141,9/8/1983,9/21/1984,9/25/1996,,,TRUE
Omega Hills North Landfill,WID000808568,504952,Wisconsin,Germantown,Washington,Deleted NPL Site,-88.072219,43.194439,9/8/1983,9/21/1984,6/15/2001,6/25/1996,12/11/1996,TRUE
Onalaska Municipal Landfill,WID980821656,505169,Wisconsin,Onalaska,La Crosse,NPL Site,-91.3382,43.9573,9/8/1983,9/21/1984,7/29/1994,,,TRUE
Schmalz Dump,WID980820096,505168,Wisconsin,Harrison,Calumet,NPL Site,-88.396669,44.21,9/8/1983,9/21/1984,9/24/1993,,,TRUE
"Scrap Processing Co., Inc.",WID046536785,505029,Wisconsin,Medford,Taylor,Deleted NPL Site,-90.3529,45.1456,9/8/1983,9/21/1984,2/24/2000,7/27/2020,9/25/2020,TRUE
Waste Research & Reclamation Co.,WID990829475,505256,Wisconsin,Eau Claire,Eau Claire,Deleted NPL Site,-91.458339,44.756669,9/8/1983,9/21/1984,,10/19/1992,2/5/1993,TRUE
Wheeler Pit,WID980610620,505115,Wisconsin,La Prairie Township,Rock,Deleted NPL Site,-88.98055,42.666669,9/8/1983,9/21/1984,12/29/1992,2/20/2004,4/20/2004,TRUE
Fadrowski Drum Disposal,WID980901227,505178,Wisconsin,Franklin,Milwaukee,Deleted NPL Site,-87.95245,42.9207,10/15/1984,6/10/1986,8/28/1995,7/6/2005,9/6/2005,TRUE
"National Presto Industries, Inc.",WID006196174,505009,Wisconsin,Eau Claire,Chippewa,NPL Site,-91.452,44.8601,10/15/1984,6/10/1986,9/21/1999,,,TRUE
Stoughton City Landfill,WID980901219,505177,Wisconsin,Stoughton,Dane,NPL Site,-89.206389,42.923889,10/15/1984,6/10/1986,12/15/1998,,,TRUE
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",WID980901235,505179,Wisconsin,Brookfield,Waukesha,NPL Site,-88.148111,43.048169,6/24/1988,8/30/1990,6/15/2001,,,TRUE
Wausau Ground Water Contamination,WID980993521,505186,Wisconsin,Wausau,Marathon,NPL Site,-89.6292,44.9773,4/10/1985,6/10/1986,3/18/1994,,,TRUE
